ID,Prediction
323,-0.6254966
324,-3.4811316
325,0.26109695
326,-10.0866585
327,-12.976837
328,-11.376689
329,-5.3406286
330,-6.2435107
331,0.36815262
332,-1.1683321
333,-2.4526353
334,-15.233149
335,-3.746426
336,-3.6933205
337,-0.5067755
338,-8.213585
339,-3.6795032
340,4.457862
341,-0.0089303255
342,0.5453852
343,-6.8314567
344,-7.1678963
345,1.8826945
346,0.90482026
347,-8.051253
348,-0.21275006
349,1.4520912
350,0.22125304
351,-5.4857597
352,-3.6391795
353,0.41317937
354,0.85078764
355,-0.80386144
356,-9.540466
357,-6.144045
358,0.06551549
359,-0.65892893
360,-0.75079525
361,-12.490947
362,-2.3439968
363,-0.7525207
364,-0.72996014
365,-6.394817
366,-0.6422185
367,-8.717096
368,-0.3683887
369,-4.343192
370,15.002203
371,-1.1825794
372,-1.0597103
373,-11.286501
374,-5.418186
375,-7.217809
376,-2.8388798
377,-1.6298447
378,-5.3224707
379,-0.7825682
380,-7.76143
381,-3.2977014
382,-10.6760845
383,-9.550445
384,-3.8000314
385,-7.316808
386,-5.5340266
387,4.40022
388,-3.5737588
389,-4.165252
390,-3.090347
391,-2.962726
392,0.43062395
393,-6.7737665
394,-3.8822145
395,1.2059133
396,3.5470948
397,0.38409972
398,3.0957232
399,-0.47732776
400,-0.48041987
401,-3.1564186
402,-4.262388
403,0.37688145
404,-3.7141871
405,-0.009798437
406,-2.1534262
407,-4.342821
408,0.23513442
409,0.86456823
410,-1.3667741
411,1.2301413
412,-3.1103232
413,-7.070341
414,-2.4573793
415,-6.5597105
416,-0.822175
417,1.2900472
418,0.64723337
419,-3.7147822
420,-7.322208
421,-10.321179
422,-13.371029
423,-5.9717827
424,0.71419686
425,-2.2738187
426,-0.6196465
427,-0.44373414
428,-5.275787
429,-0.93042016
430,-4.120181
431,-0.9139503
432,6.3113146
433,-6.381598
434,0.07321957
435,-1.9109783
436,-1.4618981
437,1.2898195
438,-6.9745283
439,-8.30102
440,-5.5751143
441,0.67274404
442,6.114334
443,-9.545786
444,-3.4084194
445,-3.0131438
446,-5.690359
447,-5.70076
448,-9.742737
449,0.77047235
450,37.98696
451,21.006023
452,-7.3701067
453,-3.0091348
454,-0.08454114
455,-8.0215225
456,-4.097877
457,-3.9604526
458,-0.12213263
459,-2.9097693
460,-3.2450411
461,-2.958476
462,-1.9185262
463,-1.725278
464,-5.5763907
465,-3.3555098
466,-4.1489983
467,-1.4048318
468,-5.151245
469,-2.503133
470,1.9116391
471,0.49671867
472,-3.1605084
473,-1.9282885
474,-4.448599
475,2.2115247
476,-12.2380905
477,-0.5230559
478,-2.4350424
479,4.827388
480,-5.02153
481,1.7223454
482,-3.6732795
483,-1.7789
484,0.16652772
485,-5.0480423
486,-4.832714
487,-0.5770166
488,-1.2397821
489,-1.0672748
490,-1.3302851
491,-10.659929
492,-8.882494
493,-9.381679
494,-8.800267
495,1.653261
496,-4.9900303
497,-2.2645192
498,-0.45847288
499,-0.006553173
500,-4.511176
501,1.9539627
502,-3.5707603
503,10.328693
504,-4.6503673
505,-8.372271
506,-0.7337655
507,-5.414975
508,-11.683588
509,-8.657434
510,-3.9238672
511,-2.8995728
512,-0.7456777
513,-0.5512542
514,-3.4289136
515,-2.514408
516,9.372419
517,-5.4143686
518,-1.9275808
519,1.529144
520,-0.6920314
521,-7.8425617
522,-2.9107957
523,-1.2162256
524,-12.243138
525,205.97537
526,4.54519
527,-6.899953
528,-1.801311
529,-2.8712845
530,2.631026
531,-6.4325247
532,1.0614576
533,-7.157448
534,-6.916759
535,-1.8108827
536,-6.693469
537,-0.73095286
538,-8.289095
539,-5.489856
540,5.6511917
541,-7.996583
542,0.78019434
543,-4.415802
544,-9.006496
545,-1.9270067
546,-3.7499552
547,3.6623468
548,-0.21181437
549,-4.520209
550,-2.355321
551,11.74188
552,19.960455
553,-7.5360613
554,-9.478004
555,0.27992773
556,-4.166111
557,-11.342363
558,-0.863895
559,-0.87898904
560,1.0195888
561,-2.7062335
562,3.3858533
563,-0.48840016
564,-5.0740194
565,1.6467392
566,-2.5629497
567,0.14254424
568,0.735483
569,-3.1353095
570,-2.9313893
571,-7.513998
572,0.13258937
573,-5.5723233
574,-0.15953156
575,-3.7913685
576,-1.2350554
577,-10.203159
578,-3.7421174
579,-1.606519
580,-6.006221
581,-4.502038
582,-5.323035
583,-0.70498633
584,-1.5237421
585,1.0301343
586,-1.3884729
587,1.7419634
588,4.7819123
589,-4.328525
590,-6.4997315
591,-1.9229608
592,-8.829437
593,-3.8385482
594,-9.53328
595,4.0136256
596,-4.471959
597,0.11029789
598,-2.351196
599,-6.7863283
600,-7.35424
601,1.0543449
602,-6.306205
603,-6.5321894
604,-1.5228288
605,-9.123823
606,-0.62265974
607,-1.2361057
608,-6.241641
609,-4.8898144
610,-4.7696476
611,0.12629741
612,-3.521399
613,-8.3443985
614,-3.734562
615,1.2757425
616,-7.570862
617,-9.042845
618,-9.020718
619,-0.7964884
620,-11.402964
621,-1.1507199
622,0.86061066
623,0.2181142
624,1.220363
625,-4.2096634
626,-6.536064
627,-0.94281995
628,13.337204
629,-2.0483
630,-4.0040836
631,-5.2065353
632,1.255419
633,-7.358691
634,-11.094711
635,-0.3634547
636,-7.030529
637,-7.4882917
638,-2.5528526
639,-2.7042708
640,8.558403
641,0.9472224
642,-10.728865
643,-2.830652
644,-5.986321
645,2.5497952
646,-1.2850541
647,16.758347
648,-7.643445
649,-0.14582102
650,-10.1485
651,-0.25990796
652,-7.4563212
653,-0.5488603
654,0.756868
655,-4.849434
656,0.76008606
657,0.75407726
658,-3.197782
659,-2.7599826
660,2.0673335
661,-2.4369438
662,-6.5659604
663,-0.5073713
664,-1.320468
665,30.523502
666,-5.152028
667,-12.49396
668,-2.0719032
669,-4.425377
670,-13.143235
671,-4.3662033
672,-7.259947
673,-4.180833
674,2.4549284
675,-5.5303917
676,-1.9943327
677,-7.2671223
678,-13.858604
679,-8.026962
680,-10.187792
681,-0.4368919
682,-2.4132295
683,-6.895097
684,0.48091146
685,-5.9313946
686,-4.4411087
687,0.37025106
688,-1.8144182
689,0.4594323
690,-7.6124554
691,-3.6609418
692,-4.711954
693,-0.9003369
694,0.40764493
695,19.193611
696,7.1308393
697,-1.0727842
698,-11.689421
699,-12.12743
700,-4.1345735
701,-3.4241986
702,-2.269173
703,0.028107867
704,-5.2181215
705,-5.854639
706,0.42170763
707,-5.2558146
708,-4.3691454
709,-3.4895968
710,-0.9413864
711,-3.0421534
712,-4.432187
713,-1.6803727
714,-3.96239
715,-7.275827
716,0.8242526
717,-3.8200328
718,-0.77047974
719,-3.479823
720,9.5199995
721,1.8994765
722,-1.1503248
723,-1.8839285
724,-9.836665
725,-5.866641
726,0.33186054
727,-6.4734163
728,0.6686496
729,-5.9340677
730,-8.079604
731,-9.625714
732,-1.3067658
733,-3.107337
734,1.7235539
735,21.918936
736,-1.9792038
737,-2.1166039
738,12.264666
739,-3.7337668
740,1.0468402
741,-2.9505544
742,-3.17654
743,-4.794412
744,-2.445369
745,-5.110897
746,-1.5219972
747,-5.5485773
748,-9.832464
749,-10.096439
750,-0.40130487
751,-1.808593
752,-3.9801226
753,-1.6082246
754,-7.416581
755,-8.476968
756,-3.329267
757,-9.0133915
758,-3.0207052
759,-0.6453638
760,-5.7969303
761,1.6693995
762,-0.18961163
763,-6.357822
764,-1.513797
765,-0.5201699
766,-15.464661
767,1.0791686
768,-3.111671
769,-1.8207798
770,-4.296935
771,0.34563866
772,-0.11789851
773,-2.1883605
774,-4.843499
775,-6.1508045
776,0.06075859
777,-5.382387
778,0.9395095
779,-1.3573391
780,-6.2034216
781,-2.8755426
782,0.5348954
783,-7.2730207
784,-2.4685597
785,0.23699531
786,-1.2274561
787,-1.4993978
788,-1.1525452
789,0.025023967
790,-8.01478
791,-0.5602427
792,-14.282375
793,2.4817898
794,-7.138976
795,-4.4151483
796,-0.76590633
797,1.3240676
798,-1.3234123
799,-7.0529833
800,-1.5409124
801,9.384506
802,-2.6637778
803,-0.028517216
804,-1.9676108
805,0.51125705
806,-0.6821995
807,-14.067717
808,1.2013665
809,-4.528508
810,-0.1125665
811,0.18578896
812,-4.501318
813,-10.588043
814,-6.218828
815,-1.7379091
816,-6.7689877
817,-0.05069296
818,-15.283655
819,-10.148773
820,-4.874776
821,0.6832779
822,-7.99086
823,-2.7255788
824,-4.3437195
825,-4.021076
826,-8.509628
827,-11.536404
828,1.5430071
829,-0.08730218
830,-0.888384
831,-0.8605566
832,-4.727414
833,-2.547376
834,0.35331196
835,-5.2247868
836,-0.048390582
837,-7.4566755
838,0.5070113
839,0.65793175
840,6.3465405
841,-7.240306
842,-6.43671
843,-3.5834274
844,-5.0747013
845,-0.88929534
846,-0.49525702
847,-3.2541919
848,-6.1692944
849,15.282242
850,31.20507
851,-0.11782001
852,-3.3160105
853,-4.362434
854,-4.264696
855,-3.3536892
856,-7.735302
857,-4.676442
858,-6.839755
859,-1.7878214
860,-4.4269567
861,-5.207748
862,-4.3959565
863,-5.0962224
864,-3.2862499
865,-3.8021557
866,0.16808188
867,-2.7378266
868,-3.8417594
869,-6.145307
870,-3.1659088
871,-0.19123444
872,-5.7332973
873,3.40208
874,-0.44768855
875,-5.332158
876,-0.6667259
877,-11.975494
878,-2.3345757
879,-5.4704666
880,-2.6937163
881,-2.916078
882,-2.7747786
883,-0.93289405
884,-7.6180973
885,-14.04006
886,-11.268593
887,-0.23296301
888,-6.676157
889,-3.2813303
890,-0.50154066
891,-9.049202
892,8.747428
893,-4.773467
894,-11.341263
895,2.2894933
896,-7.382037
897,0.30196527
898,-6.638386
899,-2.5545754
900,-4.471068
901,-3.8255374
902,10.349762
903,-1.9743122
904,-0.64544725
905,-4.34708
906,-1.4863527
907,-0.4187864
908,0.23121908
909,4.8563952
910,0.0133522
911,-7.193363
912,-17.075958
913,-1.717195
914,-8.381823
915,-4.697379
916,-2.9349518
917,-1.3098114
918,-6.9122763
919,-7.938545
920,-7.640414
921,-13.880429
922,-1.6864079
923,-5.699973
924,-8.224135
925,9.733567
926,-0.49891713
927,-1.1614323
928,1.4856303
929,-6.3102474
930,1.5668967
931,-8.742386
932,-2.1564379
933,-2.7706866
934,-5.861509
935,-2.984004
936,-0.5776444
937,-2.6866622
938,-0.848349
939,-0.9281324
940,-0.8269268
941,-6.192835
942,-0.31791574
943,-6.4643736
944,-5.690319
945,-1.8816245
946,-3.7585964
947,-10.893974
948,-1.6478786
949,0.9708069
950,-4.520952
951,-0.42823315
952,-4.3882136
953,-10.38163
954,-4.947251
955,-4.397921
956,0.57676226
957,-3.2121832
958,-1.4019256
959,-4.012828
960,2.707065
961,-6.5685644
962,0.81857324
963,-0.08551061
964,-10.023262
965,4.3028007
966,615.5029
967,-5.034057
968,-0.024729356
969,-5.580105
970,-11.205057
971,-0.999738
972,-5.321912
973,-0.18909182
974,32.512363
975,-1.3756089
976,-7.18542
977,-4.245077
978,4.079154
979,-7.5813656
980,-1.1732373
981,-8.078801
982,-2.5483994
983,-0.82127357
984,0.83370996
985,-6.7952147
986,-0.27573988
987,24.966427
988,-3.8174274
989,-0.6347999
990,-13.981545
991,-0.92055655
992,-5.837163
993,1.9141304
994,1.8246615
995,0.024447262
996,-3.6517768
997,-4.081807
998,-10.364495
999,-1.2106838
1000,-10.028275
1001,0.5290338
1002,-0.48308927
1003,-10.715067
1004,3.8858433
1005,-3.0408738
1006,-1.4510968
1007,-2.5566683
1008,-1.7505848
1009,-1.633014
1010,3.7973156
1011,0.53836936
1012,-4.2001276
1013,-6.6962366
1014,-5.5577536
1015,2.1924024
1016,-0.030103981
1017,-3.9015534
1018,1.245019
1019,-8.798357
1020,-0.3682006
1021,0.41277885
1022,-0.6693716
1023,-4.599346
1024,-2.8887658
1025,-5.751505
1026,-4.51754
1027,-0.39317107
1028,-16.122486
1029,-10.205002
1030,-7.1545725
1031,8.2860365
1032,-6.3914013
1033,-7.9678893
1034,-5.2400336
1035,-9.511551
1036,-0.10565616
1037,-1.3400106
1038,16.822933
1039,-8.006834
1040,-2.4809697
1041,0.09509778
1042,0.9680193
1043,-9.506404
1044,2.9041324
1045,11.00881
1046,-0.4386888
1047,295.82413
1048,-7.188713
1049,-5.795307
1050,-1.47312
1051,-5.70511
1052,1.1227424
1053,-1.487737
1054,-0.52213347
1055,-0.30354798
1056,18.152924
1057,-11.840208
1058,0.849447
1059,-0.2479797
1060,-3.7935615
1061,-0.69378805
1062,-4.145416
1063,-4.575296
1064,-11.513998
1065,-3.9590583
1066,-5.0787582
1067,-5.666182
1068,-0.79510367
1069,-1.1475296
1070,-6.9034653
1071,-5.9821844
1072,-5.476734
1073,-4.469241
1074,0.6303636
1075,-13.360132
1076,-2.8365815
1077,-10.361435
1078,-7.2399054
1079,-8.328419
1080,-5.839442
1081,-17.864193
1082,-6.074757
1083,-0.6436986
1084,-5.8073072
1085,-17.070786
1086,-8.474861
1087,-2.1664388
1088,-3.331945
1089,-4.252225
1090,-4.8874283
1091,-8.333913
1092,-1.8179604
1093,-3.366359
1094,0.393801
1095,-6.6366067
1096,0.10950902
1097,-6.139078
1098,-6.61802
1099,0.6201973
1100,-8.145938
1101,1.2044489
1102,15.138985
1103,-1.5078223
1104,-7.9854765
1105,-1.344692
1106,-7.510929
1107,-2.1502976
1108,-1.6112261
1109,-0.92333865
1110,-3.1255944
1111,3.8320217
1112,-0.32151973
1113,-3.358334
1114,0.858914
1115,1.2396181
1116,-8.81563
1117,-5.2177544
1118,-0.15091956
1119,-5.844735
1120,-2.9640121
1121,-8.114874
1122,-5.115289
1123,-7.4951468
1124,-0.9023586
1125,2.792706
1126,-0.4611821
1127,-4.3509426
1128,-3.4924698
1129,-5.5927296
1130,-5.5786214
1131,-3.574119
1132,-11.972767
1133,-0.7522827
1134,1.5363243
1135,-5.324727
1136,29.087215
1137,-4.8147345
1138,-7.1011734
1139,-2.7904
1140,0.41042024
1141,-0.38181835
1142,-5.2126455
1143,-6.3189497
1144,-7.611716
1145,-11.253661
1146,-4.4424777
1147,-8.299158
1148,-6.8990126
1149,-7.1789074
1150,-2.759274
1151,-0.054788485
1152,-6.8497543
1153,-1.5418448
1154,-4.129224
1155,0.6781622
1156,-3.026834
1157,1.1080492
1158,-1.3849888
1159,-0.21141371
1160,-6.928143
1161,-5.5113735
1162,-5.381693
1163,-0.26416126
1164,-0.2605969
1165,-1.4036977
1166,-0.23109587
1167,-3.580362
1168,-0.55822325
1169,-2.9958546
1170,-1.4551504
1171,0.91707337
1172,-4.5805874
1173,-3.4196367
1174,-0.24971893
1175,-0.14961068
1176,-7.2999578
1177,-0.7530872
1178,-3.5581818
1179,-5.570447
1180,-7.8652525
1181,-4.682597
1182,-2.4121108
1183,1.2988641
1184,0.6377263
1185,-6.8902893
1186,0.096042484
1187,4.944469
1188,-6.2065077
1189,-6.1486626
1190,21.132175
1191,-8.970453
1192,-6.7745233
1193,-4.6753063
1194,-3.7126317
1195,-4.313799
1196,-1.7268782
1197,-1.487325
1198,2.2541869
1199,-4.117152
1200,-6.4994416
1201,16.362257
1202,-0.9206184
1203,-5.648901
1204,-4.9083037
1205,-7.0707755
1206,-2.4779263
1207,-4.276759
1208,0.42631733
1209,0.3402969
1210,-0.8501826
1211,-3.0389009
1212,-0.58795846
1213,-4.70582
1214,-10.319611
1215,-0.563666
1216,19.998718
1217,0.3147044
1218,0.313474
1219,-7.925565
1220,-8.933197
1221,-0.23540807
1222,-4.4989376
1223,-1.4543766
1224,-0.9300189
1225,-0.72448146
1226,-1.452285
1227,1.124052
1228,1.0756646
1229,-7.055756
1230,-3.0642812
1231,21.457607
1232,0.3831012
1233,-1.923476
1234,-4.4993167
1235,-0.21794508
1236,-4.3597
1237,1.4062
1238,-7.2174797
1239,-0.5400673
1240,-0.15873982
1241,-0.32944185
1242,-10.099021
1243,0.8913352
1244,-3.0744433
1245,-7.586855
1246,-0.9271094
1247,-5.1947193
1248,-4.400779
1249,-4.862367
1250,-0.32248822
1251,-6.9711547
1252,-3.975069
1253,-3.3686213
1254,-5.9777565
1255,-7.457996
1256,-4.150777
1257,-4.778415
1258,-11.266994
1259,-0.7920027
1260,-0.02041535
1261,-0.55475223
1262,-2.736578
1263,-9.840338
1264,0.27738988
1265,1.270736
1266,-0.5372887
1267,-0.056201056
1268,-2.2819333
1269,-1.9054403
1270,-3.5451329
1271,-0.30148685
1272,0.81491065
1273,-1.8405734
1274,-9.582959
1275,19.57401
1276,-0.9500686
1277,-4.3478265
1278,1.1607609
1279,-4.0257072
1280,10.920147
1281,-2.1800122
1282,-4.328613
1283,-0.5569807
1284,-3.4963675
1285,0.07838076
1286,9.284025
1287,-0.039832026
1288,0.5620049
1289,-1.6626244
1290,-8.221127
1291,-2.1621585
1292,51.14377
1293,-3.2072647
1294,-2.2296338
1295,1.0468658
1296,-6.2351313
1297,-4.462231
1298,0.38367626
1299,-7.14322
1300,-8.8914175
1301,1.4962643
1302,-3.4747396
1303,-3.7438116
1304,-8.7059
1305,-1.9125049
1306,-0.83056283
1307,0.9962565
1308,-0.9657338
1309,0.86081934
1310,-8.469242
1311,-6.341015
1312,11.976297
1313,-2.1969066
1314,-4.205412
1315,-2.7042599
1316,-0.45608702
1317,-10.364534
1318,-0.8753216
1319,-0.8548375
1320,0.23031425
1321,18.14362
1322,-6.8673563
1323,-4.561508
1324,-3.888555
1325,-1.8727422
1326,0.47906363
1327,-3.6177163
1328,0.16695446
1329,-1.5886865
1330,-1.0952034
1331,-1.6033113
1332,-7.9782667
1333,-1.9060054
1334,-0.5735023
1335,1.406935
1336,-7.6796637
1337,-2.987013
1338,-2.6699827
1339,-5.8664694
1340,-0.366483
1341,-5.7365437
1342,-0.343332
1343,-6.2390113
1344,-0.3970913
1345,2.3757744
1346,-2.5565825
1347,-2.0066605
1348,-4.6137834
1349,-1.797349
1350,0.011101067
1351,-9.984903
1352,-7.4656515
1353,-0.2072982
1354,-0.88795686
1355,-3.5077558
1356,-6.347113
1357,0.16035393
1358,-0.015830085
1359,-7.6402664
1360,-1.6778312
1361,-8.269564
1362,1.1562262
1363,1.3368403
1364,-8.85424
1365,-3.6828847
1366,0.0014101565
1367,-7.030349
1368,-11.374095
1369,-6.532693
1370,0.6512966
1371,37.85027
1372,0.97521025
1373,-1.9026027
1374,-1.3493679
1375,-7.835099
1376,-0.6681143
1377,-2.764135
1378,-2.0565655
1379,-2.1074324
1380,-3.434764
1381,0.23791239
1382,-5.081416
1383,0.10018203
1384,-5.93419
1385,-3.5037737
1386,-8.254259
1387,-4.2327433
1388,1.2091761
1389,0.65530014
1390,-1.1757855
1391,-5.2643533
1392,-5.728319
1393,-3.973513
1394,-5.102024
1395,0.26341105
1396,0.76439524
1397,-4.5386515
1398,-4.5104733
1399,-2.466235
1400,-0.9138485
1401,0.32232738
1402,-2.0363078
1403,-4.723746
1404,0.5837503
1405,0.25444448
1406,-13.0140705
1407,-3.1000648
1408,-1.1843728
1409,-1.7056587
1410,-1.9997501
1411,0.4740345
1412,-6.422367
1413,-8.824205
1414,0.019194692
1415,-3.5281389
1416,-8.780094
1417,0.1624395
1418,0.30138758
1419,7.4822226
1420,-6.7560425
1421,-3.8543177
1422,-6.719095
1423,0.25942054
1424,-0.8071165
1425,-5.776841
1426,-0.48424423
1427,1.432
1428,-0.24116193
1429,-2.9783323
1430,3.190123
1431,-5.8565626
1432,-1.9966953
1433,-8.378912
1434,-3.7465818
1435,-3.4059196
1436,-8.973257
1437,-6.108453
1438,-4.844477
1439,0.22944039
1440,-4.51746
1441,-8.7476225
1442,-10.087994
1443,-10.615805
1444,1.6207333
1445,-2.979616
1446,-7.3711386
1447,-5.9481063
1448,-0.41119832
1449,2.0708091
1450,-8.478348
1451,0.45635813
1452,13.742054
1453,-3.7952535
1454,-1.3126212
1455,14.551487
1456,-3.035937
1457,-2.057487
1458,0.24485958
1459,-10.420868
1460,13.033384
1461,-4.04202
1462,-7.9274178
1463,-6.5605593
1464,2.4124289
1465,-9.076388
1466,-1.7588392
1467,-3.5825565
1468,10.327147
1469,-1.4400237
1470,-3.4886904
1471,0.27128875
1472,-1.9416516
1473,0.83347046
1474,-5.7434025
1475,-5.9652634
1476,14.131369
1477,-0.3599581
1478,-0.9928236
1479,-1.0107074
1480,-4.636664
1481,-0.62860024
1482,-3.843841
1483,2.5903587
1484,-0.23608898
1485,-0.5548361
1486,-2.825649
1487,-10.321185
1488,-1.0617064
1489,-2.6274567
1490,-5.132529
1491,-2.2040303
1492,-3.7896364
1493,-7.093336
1494,-5.4863176
1495,-0.8027284
1496,-0.11575511
1497,-0.46192098
1498,-3.7982678
1499,-5.092252
1500,-5.6429386
1501,0.5911482
1502,-2.8710117
1503,-5.972318
1504,-7.5670924
1505,-0.32517612
1506,-5.629485
1507,-13.791815
1508,-2.854528
1509,-0.5431035
1510,-3.0972106
1511,-0.13316761
1512,-1.6149622
1513,-2.5290794
1514,0.1330086
1515,-8.908964
1516,-5.145219
1517,-7.7707787
1518,-1.157029
1519,-0.26279455
1520,-13.643589
1521,-2.4982002
1522,-7.341299
1523,1.108957
1524,0.6160901
1525,-9.544008
1526,0.22771508
1527,-3.5487885
1528,-9.7297945
1529,-8.734257
1530,-4.871995
1531,-3.3208208
1532,-1.4594567
1533,0.59826046
1534,-15.444704
1535,0.92431575
1536,-0.598658
1537,1.9999343
1538,-7.236662
1539,-5.7162294
1540,-0.00660038
1541,-1.238698
1542,-4.1066523
1543,0.04726997
1544,-0.29398298
1545,0.4168896
1546,-7.033392
1547,-6.377107
1548,-0.39101294
1549,-6.659581
1550,-2.303167
1551,-2.9979548
1552,-8.545553
1553,-2.3881974
1554,-1.2742891
1555,0.27332142
1556,-13.544855
1557,-4.4157815
1558,1.9238436
1559,-1.1253642
1560,-0.29856426
1561,-1.3290546
1562,-4.2579403
1563,-1.4315
1564,-3.560533
1565,-3.3964038
1566,-7.2096453
1567,-3.9223263
1568,-2.384692
1569,0.30214745
1570,-4.79941
1571,-1.6434815
1572,0.6479295
1573,-0.53330886
1574,2.3067467
1575,0.5418819
1576,-6.333315
1577,-8.977161
1578,-8.861737
1579,-2.357123
1580,0.06528306
1581,-5.8852425
1582,-7.5323377
1583,-2.4336615
1584,-1.6515746
1585,0.009459257
1586,-3.6404746
1587,-0.3329177
1588,-2.6778302
1589,-3.7291641
1590,-3.4029496
1591,-3.3879738
1592,-4.7901773
1593,-4.2784653
